step, time, x, y, vx, vy, ax, ay
10183, 10183, 9917705.692791274, -31595583.165806223, -1580.0516184427527, -1772.8525354412443, -0.10885279090480375,0.34678054727543367
10184, 10184, 9916125.53232004, -31597355.67156112, -1580.1604712336575, -1772.505754893969, -0.10882343985685945,0.3467617390837354
10185, 10185, 9914545.263025366, -31599127.830554273, -1580.2692946735144, -1772.1589931548851, -0.10879409555304424,0.34674293589751154
10186, 10186, 9912964.884936597, -31600899.642804492, -1580.3780887690675, -1771.8122502189876, -0.10876475799062316,0.3467241377156945
10187, 10187, 9911384.39808307, -31602671.108330574, -1580.4868535270582, -1771.465526081272, -0.10873542716686257,0.3467053445372173
10188, 10188, 9909803.802494116, -31604442.227151312, -1580.5955889542251, -1771.1188207367347, -0.10870610307902998,0.3466865563610131
10189, 10189, 9908223.098199058, -31606212.999285493, -1580.704295057304, -1770.7721341803738, -0.1086767857243942,0.3466677731860156
10190, 10190, 9906642.285227215, -31607983.4247519, -1580.8129718430284, -1770.4254664071877, -0.10864747510022518,0.3466489950111587
10191, 10191, 9905061.363607896, -31609753.503569312, -1580.9216193181287, -1770.0788174121765, -0.10861817120379415,0.3466302218353766
10192, 10192, 9903480.333370408, -31611523.2357565, -1581.0302374893324, -1769.7321871903412, -0.10858887403237355,0.34661145365760426
10193, 10193, 9901899.194544045, -31613292.62133224, -1581.1388263633648, -1769.3855757366834, -0.10855958358323704,0.34659269047677665
10194, 10194, 9900317.947158098, -31615061.660315286, -1581.247385946948, -1769.0389830462066, -0.10853029985365943,0.346573932291829
10195, 10195, 9898736.591241851, -31616830.3527244, -1581.3559162468016, -1768.6924091139147, -0.10850102284091691,0.34655517910169736
10196, 10196, 9897155.126824582, -31618598.698578335, -1581.4644172696426, -1768.345853934813, -0.1084717525422867,0.3465364309053177
10197, 10197, 9895573.55393556, -31620366.69789584, -1581.5728890221849, -1767.9993175039076, -0.10844248895504731,0.3465176877016264
10198, 10198, 9893991.872604048, -31622134.350695655, -1581.68133151114, -1767.652799816206, -0.1084132320764786,0.34649894948956067
10199, 10199, 9892410.082859304, -31623901.656996522, -1581.7897447432163, -1767.3063008667164, -0.10838398190386138,0.34648021626805736
10200, 10200, 9890828.184730578, -31625668.616817173, -1581.8981287251202, -1766.9598206504484, -0.1083547384344779,0.3464614880360542
10201, 10201, 9889246.178247115, -31627435.230176333, -1582.0064834635546, -1766.6133591624123, -0.10832550166561154,0.34644276479248914
10202, 10202, 9887664.06343815, -31629201.49709273, -1582.1148089652202, -1766.2669163976198, -0.10829627159454683,0.3464240465363003
10203, 10203, 9886081.840332912, -31630967.417585082, -1582.2231052368147, -1765.9204923510833, -0.10826704821856963,0.3464053332664264
10204, 10204, 9884499.508960627, -31632732.9916721, -1582.3313722850332, -1765.574087017817, -0.10823783153496695,0.34638662498180656
10205, 10205, 9882917.06935051, -31634498.219372492, -1582.4396101165682, -1765.2277003928352, -0.10820862154102705,0.3463679216813801
10206, 10206, 9881334.521531772, -31636263.100704964, -1582.5478187381093, -1764.8813324711539, -0.1081794182340393,0.3463492233640866
10207, 10207, 9879751.865533616, -31638027.63568821, -1582.6559981563432, -1764.5349832477898, -0.10815022161129437,0.3463305300288661
10208, 10208, 9878169.101385238, -31639791.82434093, -1582.7641483779546, -1764.188652717761, -0.1081210316700842,0.34631184167465934
10209, 10209, 9876586.229115829, -31641555.666681804, -1582.8722694096248, -1763.8423408760864, -0.10809184840770175,0.3462931583004068
10210, 10210, 9875003.24875457, -31643319.16272952, -1582.9803612580324, -1763.496047717786, -0.10806267182144133,0.3462744799050498
10211, 10211, 9873420.16033064, -31645082.312502757, -1583.088423929854, -1763.149773237881, -0.1080335019085984,0.3462558064875296
10212, 10212, 9871836.963873208, -31646845.116020188, -1583.1964574317624, -1762.8035174313934, -0.10800433866646972,0.3462371380467885
10213, 10213, 9870253.659411438, -31648607.57330048, -1583.3044617704288, -1762.4572802933467, -0.1079751820923531,0.34621847458176835
10214, 10214, 9868670.246974485, -31650369.6843623, -1583.4124369525211, -1762.111061818765, -0.10794603218354769,0.34619981609141187
10215, 10215, 9867086.7265915, -31652131.4492243, -1583.5203829847046, -1761.7648620026735, -0.10791688893735378,0.346181162574662
10216, 10216, 9865503.098291626, -31653892.86790514, -1583.628299873642, -1761.418680840099, -0.10788775235107285,0.34616251403046194
10217, 10217, 9863919.362104, -31655653.940423466, -1583.736187625993, -1761.0725183260683, -0.10785862242200757,0.34614387045775524
10218, 10218, 9862335.518057752, -31657414.66679792, -1583.844046248415, -1760.7263744556105, -0.10782949914746197,0.3461252318554862
10219, 10219, 9860751.566182004, -31659175.047047146, -1583.9518757475626, -1760.380249223755, -0.10780038252474104,0.34610659822259904
10220, 10220, 9859167.506505875, -31660935.08118977, -1584.0596761300874, -1760.0341426255325, -0.10777127255115122,0.34608796955803856
10221, 10221, 9857583.339058472, -31662694.769244425, -1584.1674474026386, -1759.6880546559744, -0.10774216922399989,0.34606934586074956
10222, 10222, 9855999.0638689, -31664454.111229736, -1584.2751895718625, -1759.3419853101136, -0.10771307254059584,0.34605072712967777
10223, 10223, 9854414.680966256, -31666213.10716432, -1584.382902644403, -1758.9959345829839, -0.10768398249824893,0.3460321133637688
10224, 10224, 9852830.190379629, -31667971.75706679, -1584.4905866269012, -1758.6499024696202, -0.1076548990942703,0.3460135045619689
10225, 10225, 9851245.592138102, -31669730.060955755, -1584.5982415259955, -1758.3038889650581, -0.10762582232597223,0.34599490072322453
10226, 10226, 9849660.886270754, -31671488.01884982, -1584.7058673483214, -1757.9578940643348, -0.10759675219066824,0.3459763018464824
10227, 10227, 9848076.072806653, -31673245.630767584, -1584.813464100512, -1757.6119177624882, -0.10756768868567304,0.3459577079306901
10228, 10228, 9846491.151774863, -31675002.89672764, -1584.9210317891977, -1757.2659600545576, -0.1075386318083025,0.34593911897479485
10229, 10229, 9844906.123204442, -31676759.816748574, -1585.028570421006, -1756.920020935583, -0.10750958155587373,0.3459205349777446
10230, 10230, 9843320.98712444, -31678516.390848976, -1585.1360800025618, -1756.5741004006052, -0.10748053792570497,0.3459019559384878
10231, 10231, 9841735.7435639, -31680272.619047422, -1585.2435605404876, -1756.2281984446668, -0.10745150091511577,0.34588338185597306
10232, 10232, 9840150.392551858, -31682028.501362484, -1585.3510120414028, -1755.8823150628107, -0.10742247052142674,0.34586481272914926
10233, 10233, 9838564.934117345, -31683784.037812736, -1585.4584345119242, -1755.5364502500815, -0.1073934467419597,0.3458462485569658
10234, 10234, 9836979.368289387, -31685539.228416737, -1585.5658279586662, -1755.1906040015247, -0.10736442957403775,0.3458276893383722
10235, 10235, 9835393.695097, -31687294.07319305, -1585.6731923882403, -1754.8447763121862, -0.10733541901498515,0.34580913507231886
10236, 10236, 9833807.914569192, -31689048.57216023, -1585.7805278072553, -1754.4989671771139, -0.10730641506212728,0.34579058575775595
10237, 10237, 9832222.026734969, -31690802.72533682, -1585.8878342223175, -1754.153176591356, -0.10727741771279078,0.3457720413936343
10238, 10238, 9830636.031623328, -31692556.53274137, -1585.9951116400302, -1753.8074045499623, -0.10724842696430344,0.345753501978905
10239, 10239, 9829049.92926326, -31694309.99439242, -1586.1023600669946, -1753.4616510479834, -0.10721944281399425,0.3457349675125194
10240, 10240, 9827463.71968375, -31696063.110308502, -1586.2095795098087, -1753.115916080471, -0.10719046525919347,0.3457164379934297
10241, 10241, 9825877.402913775, -31697815.880508143, -1586.316769975068, -1752.7701996424776, -0.10716149429723243,0.34569791342058787
10242, 10242, 9824290.978982305, -31699568.30500987, -1586.4239314693652, -1752.424501729057, -0.1071325299254436,0.34567939379294627
10243, 10243, 9822704.447918305, -31701320.38383221, -1586.5310639992906, -1752.078822335264, -0.10710357214116083,0.3456608791094581
10244, 10244, 9821117.809750734, -31703072.116993666, -1586.6381675714317, -1751.7331614561547, -0.10707462094171898,0.34564236936907633
10245, 10245, 9819531.064508542, -31704823.504512753, -1586.7452421923736, -1751.3875190867857, -0.10704567632445418,0.3456238645707547
10246, 10246, 9817944.212220674, -31706574.546407975, -1586.852287868698, -1751.0418952222149, -0.10701673828670373,0.3456053647134472
10247, 10247, 9816357.252916068, -31708325.24269783, -1586.959304606985, -1750.6962898575014, -0.1069878068258061,0.34558686979610814
10248, 10248, 9814770.186623653, -31710075.593400817, -1587.0662924138107, -1750.3507029877053, -0.10695888193910091,0.34556837981769206
10249, 10249, 9813183.013372358, -31711825.598535426, -1587.1732512957499, -1750.0051346078876, -0.10692996362392904,0.34554989477715414
10250, 10250, 9811595.733191099, -31713575.25812014, -1587.2801812593739, -1749.6595847131105, -0.10690105187763245,0.34553141467344956
10251, 10251, 9810008.346108789, -31715324.572173435, -1587.3870823112516, -1749.314053298437, -0.10687214669755439,0.34551293950553413
10252, 10252, 9808420.852154331, -31717073.540713795, -1587.493954457949, -1748.9685403589315, -0.1068432480810392,0.345494469272364
10253, 10253, 9806833.251356626, -31718822.163759682, -1587.60079770603, -1748.6230458896591, -0.10681435602543246,0.34547600397289546
10254, 10254, 9805245.543744564, -31720570.44132957, -1587.7076120620554, -1748.2775698856863, -0.10678547052808086,0.3454575436060854
10255, 10255, 9803657.729347032, -31722318.373441912, -1587.8143975325836, -1747.9321123420802, -0.10675659158633234,0.34543908817089086
10256, 10256, 9802069.808192907, -31724065.960115165, -1587.92115412417, -1747.5866732539093, -0.10672771919753594,0.3454206376662693
10257, 10257, 9800481.780311063, -31725813.20136778, -1588.0278818433676, -1747.2412526162432, -0.10669885335904203,0.34540219209117884
10258, 10258, 9798893.645730367, -31727560.097218204, -1588.1345806967267, -1746.895850424152, -0.10666999406820188,0.3453837514445773
10259, 10259, 9797305.404479677, -31729306.647684876, -1588.241250690795, -1746.5504666727074, -0.1066411413223683,0.34536531572542356
10260, 10260, 9795717.056587845, -31731052.85278623, -1588.3478918321173, -1746.205101356982, -0.10661229511889485,0.3453468849326762
10261, 10261, 9794128.602083718, -31732798.712540705, -1588.454504127236, -1745.8597544720492, -0.10658345545513664,0.3453284590652947
10262, 10262, 9792540.040996136, -31734544.226966716, -1588.5610875826912, -1745.514426012984, -0.10655462232844976,0.34531003812223865
10263, 10263, 9790951.373353932, -31736289.39608269, -1588.6676422050198, -1745.1691159748616, -0.10652579573619145,0.3452916221024677
10264, 10264, 9789362.59918593, -31738034.219907045, -1588.774168000756, -1744.8238243527592, -0.10649697567572022,0.34527321100494257
10265, 10265, 9787773.718520954, -31739778.698458187, -1588.8806649764317, -1744.4785511417542, -0.10646816214439574,0.3452548048286237
10266, 10266, 9786184.731387816, -31741522.831754524, -1588.9871331385762, -1744.1332963369257, -0.10643935513957882,0.3452364035724722
10267, 10267, 9784595.637815323, -31743266.61981446, -1589.0935724937158, -1743.7880599333532, -0.10641055465863139,0.3452180072354493
10268, 10268, 9783006.437832274, -31745010.062656384, -1589.1999830483744, -1743.4428419261178, -0.10638176069891664,0.34519961581651687
10269, 10269, 9781417.131467465, -31746753.160298694, -1589.3063648090733, -1743.0976423103014, -0.10635297325779886,0.34518122931463685
10270, 10270, 9779827.718749683, -31748495.912759773, -1589.4127177823311, -1742.7524610809867, -0.1063241923326436,0.34516284772877187
10271, 10271, 9778238.19970771, -31750238.320058007, -1589.5190419746639, -1742.407298233258, -0.10629541792081736,0.34514447105788426
10272, 10272, 9776648.574370317, -31751980.382211767, -1589.6253373925847, -1742.0621537622, -0.10626665001968812,0.3451260993009376
10273, 10273, 9775058.842766274, -31753722.09923943, -1589.7316040426044, -1741.7170276628992, -0.10623788862662467,0.345107732456895
10274, 10274, 9773469.004924342, -31755463.47115936, -1589.837841931231, -1741.3719199304423, -0.10620913373899739,0.34508937052472083
10275, 10275, 9771879.060873277, -31757204.497989923, -1589.94405106497, -1741.0268305599177, -0.10618038535417733,0.34507101350337843
10276, 10276, 9770289.010641826, -31758945.17974947, -1590.0502314503242, -1740.6817595464142, -0.10615164346953716,0.34505266139183305
10277, 10277, 9768698.854258733, -31760685.516456354, -1590.1563830937937, -1740.3367068850223, -0.10612290808245042,0.3450343141890492
10278, 10278, 9767108.59175273, -31762425.508128926, -1590.262506001876, -1739.9916725708333, -0.10609417919029193,0.3450159718939922
10279, 10279, 9765518.22315255, -31764165.154785525, -1590.3686001810663, -1739.6466565989392, -0.10606545679043766,0.34499763450562765
10280, 10280, 9763927.748486912, -31765904.45644449, -1590.4746656378568, -1739.3016589644335, -0.10603674088026471,0.3449793020229215
10281, 10281, 9762337.167784533, -31767643.41312415, -1590.580702378737, -1738.9566796624106, -0.10600803145715135,0.34496097444484
10282, 10282, 9760746.481074123, -31769382.02484284, -1590.686710410194, -1738.6117186879658, -0.10597932851847698,0.34494265177034966
10283, 10283, 9759155.688384384, -31771120.291618876, -1590.7926897387126, -1738.2667760361953, -0.10595063206162227,0.3449243339984176
10284, 10284, 9757564.789744014, -31772858.21347058, -1590.8986403707743, -1737.9218517021968, -0.10592194208396893,0.3449060211280112
10285, 10285, 9755973.785181701, -31774595.79041626, -1591.0045623128583, -1737.5769456810688, -0.10589325858289982,0.34488771315809785
10286, 10286, 9754382.67472613, -31776333.022474226, -1591.1104555714412, -1737.2320579679106, -0.1058645815557991,0.34486941008764593
10287, 10287, 9752791.458405977, -31778069.909662783, -1591.216320152997, -1736.887188557823, -0.10583591100005191,0.3448511119156236
10288, 10288, 9751200.136249913, -31779806.45200023, -1591.322156063997, -1736.5423374459074, -0.10580724691304465,0.3448328186409997
10289, 10289, 9749608.708286602, -31781542.64950486, -1591.42796331091, -1736.1975046272664, -0.10577858929216484,0.34481453026274317
10290, 10290, 9748017.174544701, -31783278.502194956, -1591.5337419002021, -1735.8526900970037, -0.10574993813480117,0.3447962467798235
10291, 10291, 9746425.535052864, -31785014.010088805, -1591.6394918383369, -1735.5078938502238, -0.10572129343834351,0.3447779681912105
10292, 10292, 9744833.789839732, -31786749.173204686, -1591.7452131317752, -1735.1631158820326, -0.10569265520018281,0.34475969449587435
10293, 10293, 9743241.938933944, -31788483.991560873, -1591.8509057869753, -1734.8183561875367, -0.10566402341771124,0.34474142569278543
10294, 10294, 9741649.982364135, -31790218.465175636, -1591.956569810393, -1734.473614761844, -0.10563539808832205,0.3447231617809145
10295, 10295, 9740057.920158926, -31791952.594067235, -1592.0622052084811, -1734.128891600063, -0.10560677920940967,0.3447049027592327
10296, 10296, 9738465.752346938, -31793686.378253933, -1592.1678119876906, -1733.7841866973038, -0.10557816677836976,0.3446866486267119
10297, 10297, 9736873.478956783, -31795419.81775398, -1592.2733901544689, -1733.439500048677, -0.10554956079259903,0.3446683993823237
10298, 10298, 9735281.100017067, -31797152.91258563, -1592.3789397152614, -1733.0948316492947, -0.10552096124949534,0.3446501550250402
10299, 10299, 9733688.615556391, -31798885.662767123, -1592.484460676511, -1732.7501814942698, -0.10549236814645781,0.34463191555383427
10300, 10300, 9732096.025603347, -31800618.0683167, -1592.5899530446575, -1732.4055495787159, -0.10546378148088655,0.34461368096767864
10301, 10301, 9730503.33018652, -31802350.129252598, -1592.6954168261384, -1732.060935897748, -0.10543520125018287,0.34459545126554647
10302, 10302, 9728910.529334493, -31804081.845593043, -1592.8008520273886, -1731.7163404464825, -0.10540662745174935,0.3445772264464117
10303, 10303, 9727317.623075837, -31805813.21735626, -1592.9062586548403, -1731.371763220036, -0.10537806008298953,0.34455900650924803
10304, 10304, 9725724.611439122, -31807544.244560473, -1593.0116367149233, -1731.0272042135268, -0.10534949914130819,0.3445407914530298
10305, 10305, 9724131.494452909, -31809274.927223895, -1593.1169862140646, -1730.6826634220738, -0.10532094462411125,0.34452258127673163
10306, 10306, 9722538.27214575, -31811005.265364736, -1593.2223071586886, -1730.338140840797, -0.10529239652880576,0.34450437597932865
10307, 10307, 9720944.944546195, -31812735.259001203, -1593.3275995552174, -1729.9936364648177, -0.1052638548527999,0.34448617555979605
10308, 10308, 9719351.511682784, -31814464.908151492, -1593.4328634100702, -1729.649150289258, -0.10523531959350307,0.34446798001710977
10309, 10309, 9717757.973584054, -31816194.212833803, -1593.5380987296637, -1729.304682309241, -0.10520679074832572,0.34444978935024567
10310, 10310, 9716164.330278534, -31817923.17306632, -1593.643305520412, -1728.9602325198907, -0.10517826831467945,0.34443160355818014
10311, 10311, 9714570.581794746, -31819651.78886724, -1593.7484837887266, -1728.6158009163325, -0.10514975228997703,0.3444134226398899
10312, 10312, 9712976.728161205, -31821380.060254734, -1593.8536335410165, -1728.2713874936926, -0.10512124267163238,0.3443952465943521
10313, 10313, 9711382.769406421, -31823107.987246983, -1593.9587547836882, -1727.9269922470983, -0.10509273945706055,0.34437707542054435
10314, 10314, 9709788.705558898, -31824835.569862153, -1594.0638475231451, -1727.5826151716776, -0.10506424264367771,0.34435890911744416
10315, 10315, 9708194.536647132, -31826562.808118414, -1594.1689117657888, -1727.23825626256, -0.1050357522289012,0.34434074768402995
10316, 10316, 9706600.262699613, -31828289.70203393, -1594.2739475180178, -1726.893915514876, -0.10500726821014937,0.3443225911192797
10317, 10317, 9705005.883744827, -31830016.251626853, -1594.378954786228, -1726.5495929237568, -0.10497879058484193,0.3443044394221727
10318, 10318, 9703411.39981125, -31831742.456915338, -1594.483933576813, -1726.2052884843347, -0.10495031935039956,0.344286292591688
10319, 10319, 9701816.810927354, -31833468.31791753, -1594.5888838961632, -1725.861002191743, -0.1049218545042441,0.344268150626805
10320, 10320, 9700222.117121603, -31835193.83465157, -1594.6938057506675, -1725.5167340411163, -0.10489339604379856,0.3442500135265036
10321, 10321, 9698627.318422457, -31836919.0071356, -1594.7986991467112, -1725.1724840275897, -0.10486494396648709,0.3442318812897641
10322, 10322, 9697032.414858367, -31838643.835387748, -1594.9035640906777, -1724.8282521463, -0.10483649826973494,0.344213753915567
10323, 10323, 9695437.406457778, -31840368.31942614, -1595.0084005889476, -1724.4840383923845, -0.10480805895096847,0.34419563140289317
10324, 10324, 9693842.29324913, -31842092.4592689, -1595.1132086478985, -1724.1398427609815, -0.10477962600761527,0.344177513750724
10325, 10325, 9692247.075260857, -31843816.254934147, -1595.2179882739063, -1723.7956652472308, -0.10475119943710397,0.3441594009580409
10326, 10326, 9690651.752521385, -31845539.706439994, -1595.3227394733433, -1723.4515058462728, -0.10472277923686434,0.34414129302382584
10327, 10327, 9689056.325059133, -31847262.81380455, -1595.4274622525802, -1723.107364553249, -0.10469436540432729,0.3441231899470611
10328, 10328, 9687460.792902514, -31848985.57704591, -1595.5321566179846, -1722.7632413633019, -0.10466595793692492,0.34410509172672954
10329, 10329, 9685865.156079939, -31850707.99618218, -1595.6368225759215, -1722.419136271575, -0.10463755683209033,0.3440869983618138
10330, 10330, 9684269.414619805, -31852430.071231455, -1595.7414601327537, -1722.0750492732134, -0.10460916208725787,0.34406890985129734
10331, 10331, 9682673.56855051, -31854151.802211817, -1595.8460692948408, -1721.730980363362, -0.10458077369986302,0.34405082619416405
10332, 10332, 9681077.617900442, -31855873.189141355, -1595.9506500685407, -1721.3869295371678, -0.10455239166734223,0.34403274738939754
10333, 10333, 9679481.562697982, -31857594.232038144, -1596.055202460208, -1721.0428967897785, -0.10452401598713323,0.34401467343598235
10334, 10334, 9677885.402971506, -31859314.930920262, -1596.1597264761951, -1720.6988821163425, -0.10449564665667482,0.34399660433290313
10335, 10335, 9676289.138749383, -31861035.285805773, -1596.2642221228518, -1720.3548855120096, -0.10446728367340703,0.34397854007914525
10336, 10336, 9674692.770059977, -31862755.296712745, -1596.3686894065252, -1720.0109069719304, -0.10443892703477077,0.34396048067369367
10337, 10337, 9673096.296931643, -31864474.963659238, -1596.47312833356, -1719.6669464912566, -0.1044105767382083,0.3439424261155343
10338, 10338, 9671499.719392734, -31866194.286663305, -1596.5775389102982, -1719.323004065141, -0.10438223278116289,0.34392437640365314
10339, 10339, 9669903.03747159, -31867913.265742995, -1596.6819211430793, -1718.9790796887373, -0.10435389516107899,0.34390633153703665
10340, 10340, 9668306.251196552, -31869631.900916353, -1596.7862750382403, -1718.6351733572003, -0.10432556387540216,0.34388829151467176
10341, 10341, 9666709.36059595, -31871350.192201417, -1596.8906006021157, -1718.2912850656855, -0.10429723892157908,0.34387025633554547
10342, 10342, 9665112.36569811, -31873068.139616225, -1596.9948978410373, -1717.94741480935, -0.1042689202970575,0.3438522259986452
10343, 10343, 9663515.266531348, -31874785.743178807, -1597.0991667613343, -1717.6035625833513, -0.10424060799928635,0.3438342005029588
10344, 10344, 9661918.063123979, -31876503.00290719, -1597.2034073693337, -1717.2597283828484, -0.10421230202571566,0.3438161798474745
10345, 10345, 9660320.755504306, -31878219.918819394, -1597.3076196713594, -1716.915912203001, -0.1041840023737965,0.34379816403118046
10346, 10346, 9658723.343700632, -31879936.490933433, -1597.4118036737332, -1716.5721140389699, -0.10415570904098129,0.343780153053066
10347, 10347, 9657125.82774125, -31881652.71926732, -1597.515959382774, -1716.2283338859168, -0.10412742202472328,0.34376214691211987
10348, 10348, 9655528.207654446, -31883368.60383906, -1597.6200868047988, -1715.8845717390047, -0.10409914132247698,0.34374414560733163
10349, 10349, 9653930.4834685, -31885084.144666653, -1597.7241859461212, -1715.5408275933974, -0.10407086693169809,0.3437261491376915
10350, 10350, 9652332.655211687, -31886799.341768097, -1597.828256813053, -1715.1971014442597, -0.10404259884984328,0.34370815750218947
10351, 10351, 9650734.722912274, -31888514.195161384, -1597.932299411903, -1714.8533932867576, -0.10401433707437034,0.3436901706998159
10352, 10352, 9649136.686598524, -31890228.7048645, -1598.0363137489774, -1714.5097031160578, -0.1039860816027384,0.3436721887295621
10353, 10353, 9647538.546298694, -31891942.870895427, -1598.14029983058, -1714.1660309273282, -0.10395783243240732,0.3436542115904189
10354, 10354, 9645940.302041031, -31893656.693272144, -1598.2442576630124, -1713.8223767157378, -0.10392958956083843,0.3436362392813782
10355, 10355, 9644341.953853779, -31895370.17201262, -1598.3481872525733, -1713.4787404764566, -0.10390135298549395,0.3436182718014317
10356, 10356, 9642743.501765173, -31897083.307134826, -1598.4520886055589, -1713.135122204655, -0.10387312270383732,0.3436003091495717
10357, 10357, 9641144.945803445, -31898796.09865672, -1598.5559617282627, -1712.7915218955054, -0.10384489871333308,0.3435823513247909
10358, 10358, 9639546.285996817, -31900508.546596266, -1598.659806626976, -1712.4479395441806, -0.10381668101144684,0.3435643983260823
10359, 10359, 9637947.522373509, -31902220.650971413, -1598.7636233079875, -1712.1043751458544, -0.10378846959564529,0.343546450152439
10360, 10360, 9636348.654961731, -31903932.41180011, -1598.8674117775831, -1711.760828695702, -0.10376026446339637,0.34352850680285485
10361, 10361, 9634749.68378969, -31905643.829100296, -1598.9711720420464, -1711.4173001888992, -0.10373206561216897,0.34351056827632365
10362, 10362, 9633150.60888558, -31907354.902889915, -1599.0749041076585, -1711.0737896206228, -0.10370387303943317,0.34349263457183987
10363, 10363, 9631551.4302776, -31909065.6331869, -1599.178607980698, -1710.730296986051, -0.10367568674266017,0.34347470568839805
10364, 10364, 9629952.147993933, -31910776.02000918, -1599.2822836674407, -1710.3868222803626, -0.1036475067193222,0.34345678162499327
10365, 10365, 9628352.76206276, -31912486.063374676, -1599.38593117416, -1710.0433654987376, -0.10361933296689267,0.34343886238062077
10366, 10366, 9626753.272512253, -31914195.763301313, -1599.489550507127, -1709.6999266363568, -0.10359116548284605,0.3434209479542764
10367, 10367, 9625153.67937058, -31915905.119807, -1599.5931416726098, -1709.3565056884026, -0.10356300426465792,0.34340303834495606
10368, 10368, 9623553.982665904, -31917614.13290965, -1599.6967046768746, -1709.0131026500576, -0.10353484930980503,0.3433851335516562
10369, 10369, 9621954.182426378, -31919322.80262717, -1599.8002395261844, -1708.669717516506, -0.10350670061576517,0.34336723357337356
10370, 10370, 9620354.278680151, -31921031.12897745, -1599.9037462268002, -1708.3263502829325, -0.10347855818001718,0.34334933840910503
10371, 10371, 9618754.271455366, -31922739.111978397, -1600.0072247849803, -1707.9830009445234, -0.10345042200004112,0.34333144805784815
10372, 10372, 9617154.16078016, -31924446.751647893, -1600.1106752069804, -1707.6396694964656, -0.10342229207331811,0.34331356251860073
10373, 10373, 9615553.94668266, -31926154.048003826, -1600.2140974990537, -1707.2963559339469, -0.10339416839733032,0.34329568179036063
10374, 10374, 9613953.629190993, -31927861.001064077, -1600.317491667451, -1706.9530602521565, -0.10336605096956113,0.3432778058721266
10375, 10375, 9612353.208333274, -31929567.610846523, -1600.4208577184204, -1706.6097824462845, -0.10333793978749481,0.3432599347628969
10376, 10376, 9610752.684137616, -31931273.877369035, -1600.5241956582079, -1706.2665225115215, -0.103309834848617,0.34324206846167116
10377, 10377, 9609152.056632124, -31932979.80064948, -1600.6275054930566, -1705.9232804430599, -0.10328173615041424,0.34322420696744843
10378, 10378, 9607551.325844895, -31934685.380705714, -1600.730787229207, -1705.5800562360923, -0.10325364369037425,0.3432063502792287
10379, 10379, 9605950.491804022, -31936390.6175556, -1600.8340408728973, -1705.2368498858132, -0.10322555746598583,0.3431884983960121
10380, 10380, 9604349.554537592, -31938095.511216987, -1600.9372664303633, -1704.893661387417, -0.10319747747473887,0.34317065131679897
10381, 10381, 9602748.514073685, -31939800.061707724, -1601.040463907838, -1704.5504907361003, -0.10316940371412432,0.34315280904059003
10382, 10382, 9601147.370440373, -31941504.26904565, -1601.1436333115523, -1704.2073379270596, -0.10314133618163437,0.3431349715663868
10383, 10383, 9599546.123665726, -31943208.133248605, -1601.246774647734, -1703.8642029554933, -0.10311327487476214,0.3431171388931905
10384, 10384, 9597944.773777803, -31944911.654334422, -1601.3498879226086, -1703.5210858166001, -0.10308521979100192,0.34309931102000296
10385, 10385, 9596343.320804661, -31946614.83232093, -1601.4529731423995, -1703.17798650558, -0.10305717092784906,0.34308148794582644
10386, 10386, 9594741.764774349, -31948317.667225946, -1601.5560303133273, -1702.8349050176341, -0.10302912828280006,0.34306366966966334
10387, 10387, 9593140.105714908, -31950020.159067295, -1601.65905944161, -1702.4918413479645, -0.10300109185335245,0.34304585619051653
10388, 10388, 9591538.343654374, -31951722.30786279, -1601.7620605334635, -1702.148795491774, -0.10297306163700483,0.34302804750738913
10389, 10389, 9589936.478620779, -31953424.11363023, -1601.8650335951004, -1701.8057674442666, -0.10294503763125706,0.343010243619285
10390, 10390, 9588334.510642147, -31955125.57638743, -1601.9679786327317, -1701.4627572006473, -0.10291701983360986,0.3429924445252075
10391, 10391, 9586732.439746493, -31956826.696152188, -1602.0708956525652, -1701.119764756122, -0.10288900824156524,0.34297465022416135
10392, 10392, 9585130.265961833, -31958527.472942293, -1602.1737846608069, -1700.776790105898, -0.10286100285262612,0.34295686071515064
10393, 10393, 9583527.98931617, -31960227.906775538, -1602.2766456636596, -1700.433833245183, -0.1028330036642966,0.3429390759971804
10394, 10394, 9581925.609837502, -31961927.997669708, -1602.3794786673238, -1700.0908941691857, -0.10280501067408192,0.342921296069256
10395, 10395, 9580323.127553824, -31963627.74564258, -1602.4822836779979, -1699.7479728731164, -0.10277702387948834,0.34290352093038284
10396, 10396, 9578720.542493122, -31965327.15071193, -1602.5850607018774, -1699.405069352186, -0.10274904327802319,0.34288575057956683
10397, 10397, 9577117.854683377, -31967026.21289553, -1602.6878097451554, -1699.0621836016064, -0.10272106886719491,0.3428679850158142
10398, 10398, 9575515.064152563, -31968724.93221115, -1602.7905308140225, -1698.7193156165906, -0.10269310064451308,0.3428502242381317
10399, 10399, 9573912.170928648, -31970423.30867654, -1602.893223914667, -1698.3764653923524, -0.10266513860748824,0.34283246824552593
10400, 10400, 9572309.175039595, -31972121.342309464, -1602.9958890532746, -1698.033632924107, -0.1026371827536322,0.3428147170370045
10401, 10401, 9570706.07651336, -31973819.03312767, -1603.0985262360282, -1697.69081820707, -0.10260923308045765,0.34279697061157477
10402, 10402, 9569102.87537789, -31975516.381148905, -1603.2011354691087, -1697.3480212364584, -0.10258128958547848,0.3427792289682447
